PIP,DIP
2.403217927,1.082814993
2.403217927,1.082814993
2.512356419,1.094569014
2.512356419,1.094569014
2.512356419,1.094569014
2.512356419,1.094569014
2.614352153,1.16414582
2.614352153,1.16414582
2.614352153,1.16414582
2.479493448,1.458852456
2.479493448,1.458852456
2.479493448,1.458852456
2.500310547,1.568119846
2.500310547,1.568119846
2.565857647,1.641926426
2.565857647,1.641926426
2.693793257,1.698975612
2.885805898,1.723167684
2.885805898,1.723167684
3.036794876,1.824254157
3.036794876,1.824254157
3.329487221,1.883420585
3.329487221,1.883420585
3.54446326,2.023688291
3.852610271,2.127471831
3.852610271,2.127471831
3.852610271,2.127471831
4.204153906,2.250076655
4.549790814,2.381377438
4.945648299,2.509428136
4.945648299,2.509428136
4.945648299,2.509428136
5.322049999,2.689662784
5.322049999,2.689662784
5.685110244,2.900278864
5.685110244,2.900278864
6.116124711,3.095956497
6.116124711,3.095956497
5.814919449,3.966713686
5.814919449,3.966713686
7.052841659,3.439206061
7.052841659,3.439206061
6.86302734,4.28120637
7.952400494,3.831154176
7.952400494,3.831154176
7.826478449,4.670959782
8.90965076,4.321014225
8.90965076,4.321014225
8.90965076,4.321014225
8.918634458,5.066767865
8.918634458,5.066767865
10.04617513,4.765387849
10.04617513,4.765387849
10.04617513,4.765387849
10.01175396,5.586557434
10.01175396,5.586557434
11.16799416,5.260892348
11.16799416,5.260892348
11.16799416,5.260892348
11.2253382,6.076400539
11.2253382,6.076400539
11.2253382,6.076400539
12.30853959,5.788025591
12.30853959,5.788025591
12.30853959,5.788025591
12.30853959,5.788025591
12.33279077,6.602184896
12.33279077,6.602184896
12.33279077,6.602184896
13.46286116,6.310431611
13.4769896,7.092377334
13.4769896,7.092377334
14.53407698,6.832426975
14.53407698,6.832426975
14.65150879,7.547892224
15.68895912,7.316021117
15.68895912,7.316021117
15.82984688,8.067291678
15.82984688,8.067291678
15.82984688,8.067291678
16.96545015,7.836401903
17.18387418,8.561993491
17.18387418,8.561993491
17.18387418,8.561993491
18.17849842,8.499378332
18.17849842,8.499378332
18.17849842,8.499378332
18.50292713,9.207905608
18.50292713,9.207905608
18.50292713,9.207905608
19.65318396,9.176570349
19.65318396,9.176570349
19.65318396,9.176570349
19.65318396,9.176570349
20.42964221,9.546342962
20.42964221,9.546342962
20.42964221,9.546342962
21.18945785,9.915069395
21.18945785,9.915069395
21.18945785,9.915069395
21.99758944,10.26734908
21.99758944,10.26734908
21.99758944,10.26734908
22.85123143,10.64307015
22.85123143,10.64307015
22.85123143,10.64307015
23.58056149,11.02606117
23.58056149,11.02606117
23.58056149,11.02606117
24.21329469,11.38143157
24.21329469,11.38143157
24.21329469,11.38143157
24.99955635,11.68856186
24.99955635,11.68856186
24.99955635,11.68856186
24.99955635,11.68856186
25.68908826,12.04498963
25.68908826,12.04498963
25.68908826,12.04498963
26.31078845,12.36339813
26.31078845,12.36339813
26.31078845,12.36339813
26.868627,12.60316579
26.868627,12.60316579
26.868627,12.60316579
27.19959924,12.7735442
27.19959924,12.7735442
27.19959924,12.7735442
27.37583062,12.97882269
27.37583062,12.97882269
27.37583062,12.97882269
27.85783377,13.23614467
27.85783377,13.23614467
28.56267233,13.46327975
28.56267233,13.46327975
28.56267233,13.46327975
28.89259333,13.67056221
28.89259333,13.67056221
28.89259333,13.67056221
29.01444304,13.73998196
29.13969365,13.77575425
29.13969365,13.77575425
29.25485497,13.82105094
29.15574037,13.81816745
29.15574037,13.81816745
29.15574037,13.81816745
29.18927928,13.80061205
29.18927928,13.80061205
29.1119053,13.81336128
29.1119053,13.81336128
29.1119053,13.81336128
29.09573463,13.77836749
29.09573463,13.77836749
29.09573463,13.77836749
29.03585937,13.80438436
29.03585937,13.80438436
29.03585937,13.80438436
29.0437363,13.79125534
29.0437363,13.79125534
29.0437363,13.79125534
29.04937304,13.80232467
29.04937304,13.80232467
29.04937304,13.80232467
29.05829989,13.79623842
29.05829989,13.79623842
29.05829989,13.79623842
29.0109709,13.76892543
29.0109709,13.76892543
29.0109709,13.76892543
28.99438912,13.75373935
28.99438912,13.75373935
28.99438912,13.75373935
28.87865171,13.76094903
28.87865171,13.76094903
28.87865171,13.76094903
28.82822236,13.7385114
28.82822236,13.7385114
28.82822236,13.7385114
28.75113442,13.71159306
28.75113442,13.71159306
28.75113442,13.71159306
28.72933442,13.66641954
28.72933442,13.66641954
28.72933442,13.66641954
28.69195012,13.66693395
28.69195012,13.66693395
28.69195012,13.66693395
28.66307818,13.66042911
28.66307818,13.66042911
28.66307818,13.66042911
28.62334108,13.6525466
28.62334108,13.6525466
28.62334108,13.6525466
28.59591219,13.66024133
28.59591219,13.66024133
28.59591219,13.66024133
28.60110446,13.62255295
28.60110446,13.62255295
28.61198899,13.62975819
28.60575318,13.65143163
28.60575318,13.65143163
28.60575318,13.65143163
28.6090835,13.66473955
28.6090835,13.66473955
28.61359136,13.66237376
28.59656981,13.68535071
28.59656981,13.68535071
28.60810952,13.65885131
28.60810952,13.65885131
28.60911545,13.660901
28.60911545,13.660901
28.60911545,13.660901
28.61429211,13.65454143
28.61429211,13.65454143
28.61429211,13.65454143
28.60355869,13.65050959
28.60355869,13.65050959
28.60355869,13.65050959
28.60355869,13.65050959
28.58131641,13.64528203
28.57220194,13.64103332
28.58784082,13.62670865
28.58784082,13.62670865
28.58784082,13.62670865
28.64103272,13.58572711
28.64103272,13.58572711
28.61252189,13.66038615
28.60313648,13.64104666
28.60313648,13.64104666
28.65716872,13.65816379
28.60650822,13.6671829
28.60650822,13.6671829
28.663573,13.59399842
28.663573,13.59399842
28.60481174,13.67422388
28.60481174,13.67422388
28.60481174,13.67422388
28.59691632,13.66785216
28.59691632,13.66785216
28.63367078,13.59546646
28.63367078,13.59546646
28.60159866,13.60445041
28.58325101,13.62152219
28.61566359,13.60334678
28.61566359,13.60334678
28.58538655,13.62757199
28.58538655,13.62757199
28.58538655,13.62757199
28.58543091,13.63019945
28.60221204,13.63030676
28.60221204,13.63030676
28.56593802,13.63604428
28.60854688,13.65127301
28.60854688,13.65127301
28.60854688,13.65127301
28.60685339,13.59006713
28.60685339,13.59006713
28.67129605,13.62731583
28.65449297,13.58863992
28.65449297,13.58863992
28.61975862,13.63390618
28.61975862,13.63390618
28.59527918,13.64608801
28.6039091,13.6502552
28.6039091,13.6502552
28.6039091,13.6502552
28.64656303,13.63224749
28.64656303,13.63224749
28.71020085,13.60922302
28.7108678,13.68632525
28.7108678,13.68632525
28.74940826,13.67347897
28.74940826,13.67347897
28.74940826,13.67347897
28.77585309,13.65384132
28.77144987,13.69718393
28.77144987,13.69718393
28.83717321,13.68615373
28.8286798,13.73866365
28.88350693,13.70515864
28.88350693,13.70515864
28.91095546,13.72464311
28.91095546,13.72464311
28.91095546,13.72464311
28.95834344,13.72107097
28.95834344,13.72107097
28.9595894,13.73376887
28.93576129,13.7599878
28.93576129,13.7599878
29.04142137,13.76423767
29.04142137,13.76423767
29.00932758,13.84971448
29.08235245,13.88580383
29.08235245,13.88580383
29.08235245,13.88580383
29.12690542,13.91828203
29.21275765,13.88025873
29.21275765,13.88025873
29.22636848,13.92819637
29.22636848,13.92819637
29.33446238,13.99151394
29.4425864,14.05238553
29.59101608,14.08809764
29.59101608,14.08809764
29.77782135,14.12754759
29.96344417,14.27189707
29.96344417,14.27189707
30.17765526,14.38019721
30.38875838,14.51372949
30.38875838,14.51372949
30.67694408,14.65473522
30.67694408,14.65473522
30.93824137,14.84210961
31.25397959,15.01639816
31.25397959,15.01639816
31.25397959,15.01639816
31.58973765,15.16048651
31.86420799,15.3529319
31.86420799,15.3529319
31.86420799,15.3529319
31.86420799,15.3529319
32.15736736,15.49562019
32.15736736,15.49562019
32.50938165,15.65929568
32.76052613,15.90269783
32.76052613,15.90269783
32.76052613,15.90269783
33.07057459,16.12817119
33.07057459,16.12817119
33.53950585,16.25129231
33.94669156,16.51594086
33.94669156,16.51594086
34.43376256,16.86628585
34.99899551,17.2253061
34.99899551,17.2253061
35.57567254,17.6188412
35.57567254,17.6188412
36.27240589,18.05461375
37.00885385,18.59922539
37.00885385,18.59922539
37.82595237,19.1553895
37.82595237,19.1553895
38.55374741,19.57779116
38.55374741,19.57779116
38.55374741,19.57779116
39.25295417,20.16030131
40.13553089,20.70442785
40.13553089,20.70442785
41.01997341,21.19246378
41.74211222,21.82537541
42.6059356,22.35498855
42.6059356,22.35498855
42.6059356,22.35498855
43.57340233,23.15031602
44.43069413,23.74707758
45.33357547,24.40099066
45.33357547,24.40099066
46.3002278,25.12148971
47.02219749,26.73656262
47.02219749,26.73656262
47.02219749,26.73656262
47.92164797,27.33226259
48.95742817,28.12908586
48.95742817,28.12908586
48.95742817,28.12908586
50.21823584,29.07084563
51.42339514,30.05196709
51.42339514,30.05196709
51.42339514,30.05196709
51.42339514,30.05196709
52.38409391,31.12171785
52.38409391,31.12171785
52.38409391,31.12171785
53.49236615,31.99039322
54.53692805,32.93808869
54.53692805,32.93808869
54.53692805,32.93808869
55.56984761,33.80462618
55.56984761,33.80462618
55.56984761,33.80462618
55.56984761,33.80462618
56.44882773,34.70779924
56.44882773,34.70779924
56.44882773,34.70779924
57.34044876,35.46369018
57.34044876,35.46369018
57.34044876,35.46369018
58.2443062,36.30517882
58.2443062,36.30517882
58.2443062,36.30517882
59.10520778,36.98658988
59.10520778,36.98658988
59.10520778,36.98658988
59.79023019,37.69761307
59.79023019,37.69761307
59.79023019,37.69761307
60.51661078,38.33624074
60.51661078,38.33624074
60.51661078,38.33624074
